,Quarter,HB,CancerType,NumberOfEligibleReferrals31DayStandard,NumberOfEligibleReferralsTreatedWithin31Days,Date,Pandemic,PopSize,Pandemic_cat,JustPandemic,PandemicRecovery
2677,2017Q2,S08000015,Lymphoma,44,44,21.0,0.0,370410.0,0.0,0.0,0.0
2678,2017Q2,S08000015,Melanoma,40,40,21.0,0.0,370410.0,0.0,0.0,0.0
2679,2017Q2,S08000015,Ovarian,16,16,21.0,0.0,370410.0,0.0,0.0,0.0
2680,2017Q2,S08000015,Upper GI,74,74,21.0,0.0,370410.0,0.0,0.0,0.0
2681,2017Q2,S08000015,Urological,158,144,21.0,0.0,370410.0,0.0,0.0,0.0
2682,2017Q2,S08000016,Breast,38,38,21.0,0.0,115020.0,0.0,0.0,0.0
2683,2017Q2,S08000016,Colorectal,26,20,21.0,0.0,115020.0,0.0,0.0,0.0
2684,2017Q2,S08000016,Head & Neck,14,14,21.0,0.0,115020.0,0.0,0.0,0.0
2685,2017Q2,S08000016,Lung,48,48,21.0,0.0,115020.0,0.0,0.0,0.0
2686,2017Q2,S08000016,Lymphoma,10,10,21.0,0.0,115020.0,0.0,0.0,0.0
2687,2017Q2,S08000016,Melanoma,14,14,21.0,0.0,115020.0,0.0,0.0,0.0
2688,2017Q2,S08000016,Ovarian,4,4,21.0,0.0,115020.0,0.0,0.0,0.0
2689,2017Q2,S08000016,Upper GI,30,30,21.0,0.0,115020.0,0.0,0.0,0.0
2690,2017Q2,S08000016,Urological,54,46,21.0,0.0,115020.0,0.0,0.0,0.0
2691,2017Q2,S08000017,Breast,36,36,21.0,0.0,149200.0,0.0,0.0,0.0
2692,2017Q2,S08000017,Cervical,4,4,21.0,0.0,149200.0,0.0,0.0,0.0
2693,2017Q2,S08000017,Colorectal,50,50,21.0,0.0,149200.0,0.0,0.0,0.0
2694,2017Q2,S08000017,Head & Neck,20,18,21.0,0.0,149200.0,0.0,0.0,0.0
2695,2017Q2,S08000017,Lung,70,68,21.0,0.0,149200.0,0.0,0.0,0.0
2696,2017Q2,S08000017,Lymphoma,16,16,21.0,0.0,149200.0,0.0,0.0,0.0
2697,2017Q2,S08000017,Melanoma,20,20,21.0,0.0,149200.0,0.0,0.0,0.0
2698,2017Q2,S08000017,Ovarian,22,18,21.0,0.0,149200.0,0.0,0.0,0.0
2699,2017Q2,S08000017,Upper GI,54,52,21.0,0.0,149200.0,0.0,0.0,0.0
2700,2017Q2,S08000017,Urological,68,60,21.0,0.0,149200.0,0.0,0.0,0.0
2701,2017Q2,S08000019,Breast,90,76,21.0,0.0,305580.0,0.0,0.0,0.0
2702,2017Q2,S08000019,Cervical,10,10,21.0,0.0,305580.0,0.0,0.0,0.0
2703,2017Q2,S08000019,Colorectal,106,104,21.0,0.0,305580.0,0.0,0.0,0.0
2704,2017Q2,S08000019,Head & Neck,32,32,21.0,0.0,305580.0,0.0,0.0,0.0
2705,2017Q2,S08000019,Lung,96,94,21.0,0.0,305580.0,0.0,0.0,0.0
2706,2017Q2,S08000019,Lymphoma,18,18,21.0,0.0,305580.0,0.0,0.0,0.0
2707,2017Q2,S08000019,Melanoma,32,30,21.0,0.0,305580.0,0.0,0.0,0.0
2708,2017Q2,S08000019,Ovarian,22,20,21.0,0.0,305580.0,0.0,0.0,0.0
2709,2017Q2,S08000019,Upper GI,66,66,21.0,0.0,305580.0,0.0,0.0,0.0
2710,2017Q2,S08000019,Urological,182,172,21.0,0.0,305580.0,0.0,0.0,0.0
2711,2017Q2,S08000020,Breast,254,242,21.0,0.0,586380.0,0.0,0.0,0.0
2712,2017Q2,S08000020,Cervical,18,18,21.0,0.0,586380.0,0.0,0.0,0.0
2713,2017Q2,S08000020,Colorectal,134,128,21.0,0.0,586380.0,0.0,0.0,0.0
2714,2017Q2,S08000020,Head & Neck,40,38,21.0,0.0,586380.0,0.0,0.0,0.0
2715,2017Q2,S08000020,Lung,188,184,21.0,0.0,586380.0,0.0,0.0,0.0
2716,2017Q2,S08000020,Lymphoma,50,46,21.0,0.0,586380.0,0.0,0.0,0.0
2717,2017Q2,S08000020,Melanoma,48,46,21.0,0.0,586380.0,0.0,0.0,0.0
2718,2017Q2,S08000020,Ovarian,32,30,21.0,0.0,586380.0,0.0,0.0,0.0
2719,2017Q2,S08000020,Upper GI,166,166,21.0,0.0,586380.0,0.0,0.0,0.0
2720,2017Q2,S08000020,Urological,302,248,21.0,0.0,586380.0,0.0,0.0,0.0
2721,2017Q2,S08000022,Breast,134,132,21.0,0.0,321990.0,0.0,0.0,0.0
2722,2017Q2,S08000022,Cervical,10,10,21.0,0.0,321990.0,0.0,0.0,0.0
2723,2017Q2,S08000022,Colorectal,132,128,21.0,0.0,321990.0,0.0,0.0,0.0
2724,2017Q2,S08000022,Head & Neck,16,16,21.0,0.0,321990.0,0.0,0.0,0.0
2725,2017Q2,S08000022,Lung,96,96,21.0,0.0,321990.0,0.0,0.0,0.0
2726,2017Q2,S08000022,Lymphoma,28,28,21.0,0.0,321990.0,0.0,0.0,0.0
2727,2017Q2,S08000022,Melanoma,28,24,21.0,0.0,321990.0,0.0,0.0,0.0
2728,2017Q2,S08000022,Ovarian,12,10,21.0,0.0,321990.0,0.0,0.0,0.0
2729,2017Q2,S08000022,Upper GI,56,54,21.0,0.0,321990.0,0.0,0.0,0.0
2730,2017Q2,S08000022,Urological,116,104,21.0,0.0,321990.0,0.0,0.0,0.0
2731,2017Q2,S08000024,Breast,496,494,21.0,0.0,889450.0,0.0,0.0,0.0
2732,2017Q2,S08000024,Cervical,14,10,21.0,0.0,889450.0,0.0,0.0,0.0
2733,2017Q2,S08000024,Colorectal,216,198,21.0,0.0,889450.0,0.0,0.0,0.0
2734,2017Q2,S08000024,Head & Neck,106,106,21.0,0.0,889450.0,0.0,0.0,0.0
2735,2017Q2,S08000024,Lung,350,350,21.0,0.0,889450.0,0.0,0.0,0.0
2736,2017Q2,S08000024,Lymphoma,96,96,21.0,0.0,889450.0,0.0,0.0,0.0
2737,2017Q2,S08000024,Melanoma,80,80,21.0,0.0,889450.0,0.0,0.0,0.0
2738,2017Q2,S08000024,Ovarian,18,14,21.0,0.0,889450.0,0.0,0.0,0.0
2739,2017Q2,S08000024,Upper GI,66,66,21.0,0.0,889450.0,0.0,0.0,0.0
2740,2017Q2,S08000024,Urological,346,278,21.0,0.0,889450.0,0.0,0.0,0.0
2741,2017Q2,S08000025,Colorectal,2,2,21.0,0.0,22000.0,0.0,0.0,0.0
2742,2017Q2,S08000025,Lung,4,4,21.0,0.0,22000.0,0.0,0.0,0.0
2743,2017Q2,S08000025,Melanoma,2,2,21.0,0.0,22000.0,0.0,0.0,0.0
2744,2017Q2,S08000025,Upper GI,6,6,21.0,0.0,22000.0,0.0,0.0,0.0
2745,2017Q2,S08000025,Urological,2,2,21.0,0.0,22000.0,0.0,0.0,0.0
2746,2017Q2,S08000026,Breast,6,6,21.0,0.0,23080.0,0.0,0.0,0.0
2747,2017Q2,S08000026,Colorectal,8,8,21.0,0.0,23080.0,0.0,0.0,0.0
2748,2017Q2,S08000026,Head & Neck,2,2,21.0,0.0,23080.0,0.0,0.0,0.0
2749,2017Q2,S08000026,Lung,2,2,21.0,0.0,23080.0,0.0,0.0,0.0
2750,2017Q2,S08000026,Lymphoma,4,4,21.0,0.0,23080.0,0.0,0.0,0.0
2751,2017Q2,S08000026,Ovarian,2,2,21.0,0.0,23080.0,0.0,0.0,0.0
2752,2017Q2,S08000026,Upper GI,4,4,21.0,0.0,23080.0,0.0,0.0,0.0
2753,2017Q2,S08000026,Urological,4,4,21.0,0.0,23080.0,0.0,0.0,0.0
2754,2017Q2,S08000028,Colorectal,2,2,21.0,0.0,26950.0,0.0,0.0,0.0
2755,2017Q2,S08000028,Lung,6,6,21.0,0.0,26950.0,0.0,0.0,0.0
2756,2017Q2,S08000028,Melanoma,4,4,21.0,0.0,26950.0,0.0,0.0,0.0
2757,2017Q2,S08000028,Ovarian,2,2,21.0,0.0,26950.0,0.0,0.0,0.0
2758,2017Q2,S08000028,Upper GI,10,10,21.0,0.0,26950.0,0.0,0.0,0.0
2759,2017Q2,S08000028,Urological,26,20,21.0,0.0,26950.0,0.0,0.0,0.0
2760,2017Q2,S08000029,Breast,108,108,21.0,0.0,371410.0,0.0,0.0,0.0
2761,2017Q2,S08000029,Cervical,10,8,21.0,0.0,371410.0,0.0,0.0,0.0
2762,2017Q2,S08000029,Colorectal,82,82,21.0,0.0,371410.0,0.0,0.0,0.0
2763,2017Q2,S08000029,Head & Neck,52,52,21.0,0.0,371410.0,0.0,0.0,0.0
2764,2017Q2,S08000029,Lung,176,174,21.0,0.0,371410.0,0.0,0.0,0.0
2765,2017Q2,S08000029,Lymphoma,52,52,21.0,0.0,371410.0,0.0,0.0,0.0
2766,2017Q2,S08000029,Melanoma,18,18,21.0,0.0,371410.0,0.0,0.0,0.0
2767,2017Q2,S08000029,Ovarian,12,12,21.0,0.0,371410.0,0.0,0.0,0.0
2768,2017Q2,S08000029,Upper GI,84,84,21.0,0.0,371410.0,0.0,0.0,0.0
2769,2017Q2,S08000029,Urological,176,170,21.0,0.0,371410.0,0.0,0.0,0.0
2770,2017Q2,S08000030,Breast,232,222,21.0,0.0,416090.0,0.0,0.0,0.0
2771,2017Q2,S08000030,Cervical,16,14,21.0,0.0,416090.0,0.0,0.0,0.0
2772,2017Q2,S08000030,Colorectal,168,162,21.0,0.0,416090.0,0.0,0.0,0.0
2773,2017Q2,S08000030,Head & Neck,38,38,21.0,0.0,416090.0,0.0,0.0,0.0
2774,2017Q2,S08000030,Lung,148,148,21.0,0.0,416090.0,0.0,0.0,0.0
2775,2017Q2,S08000030,Lymphoma,40,40,21.0,0.0,416090.0,0.0,0.0,0.0
2776,2017Q2,S08000030,Melanoma,64,60,21.0,0.0,416090.0,0.0,0.0,0.0
2777,2017Q2,S08000030,Ovarian,18,18,21.0,0.0,416090.0,0.0,0.0,0.0
2778,2017Q2,S08000030,Upper GI,136,136,21.0,0.0,416090.0,0.0,0.0,0.0
2779,2017Q2,S08000030,Urological,262,214,21.0,0.0,416090.0,0.0,0.0,0.0
2780,2017Q2,S08000031,Breast,638,598,21.0,0.0,1169110.0,0.0,0.0,0.0
2781,2017Q2,S08000031,Cervical,36,36,21.0,0.0,1169110.0,0.0,0.0,0.0
2782,2017Q2,S08000031,Colorectal,374,366,21.0,0.0,1169110.0,0.0,0.0,0.0
2783,2017Q2,S08000031,Head & Neck,154,148,21.0,0.0,1169110.0,0.0,0.0,0.0
2784,2017Q2,S08000031,Lung,668,666,21.0,0.0,1169110.0,0.0,0.0,0.0
2785,2017Q2,S08000031,Lymphoma,148,148,21.0,0.0,1169110.0,0.0,0.0,0.0
2786,2017Q2,S08000031,Melanoma,158,150,21.0,0.0,1169110.0,0.0,0.0,0.0
2787,2017Q2,S08000031,Ovarian,56,56,21.0,0.0,1169110.0,0.0,0.0,0.0
2788,2017Q2,S08000031,Upper GI,282,274,21.0,0.0,1169110.0,0.0,0.0,0.0
2789,2017Q2,S08000031,Urological,622,504,21.0,0.0,1169110.0,0.0,0.0,0.0
2790,2017Q2,S08000032,Breast,130,130,21.0,0.0,658130.0,0.0,0.0,0.0
2791,2017Q2,S08000032,Cervical,16,16,21.0,0.0,658130.0,0.0,0.0,0.0
2792,2017Q2,S08000032,Colorectal,150,148,21.0,0.0,658130.0,0.0,0.0,0.0
2793,2017Q2,S08000032,Head & Neck,28,26,21.0,0.0,658130.0,0.0,0.0,0.0
2794,2017Q2,S08000032,Lung,158,158,21.0,0.0,658130.0,0.0,0.0,0.0
2795,2017Q2,S08000032,Lymphoma,38,38,21.0,0.0,658130.0,0.0,0.0,0.0
2796,2017Q2,S08000032,Melanoma,78,76,21.0,0.0,658130.0,0.0,0.0,0.0
2797,2017Q2,S08000032,Ovarian,30,30,21.0,0.0,658130.0,0.0,0.0,0.0
2798,2017Q2,S08000032,Upper GI,82,82,21.0,0.0,658130.0,0.0,0.0,0.0
2799,2017Q2,S08000032,Urological,264,226,21.0,0.0,658130.0,0.0,0.0,0.0
2800,2017Q3,S08000015,Breast,230,230,22.0,0.0,370410.0,0.0,0.0,0.0
2801,2017Q3,S08000015,Cervical,4,4,22.0,0.0,370410.0,0.0,0.0,0.0
2802,2017Q3,S08000015,Colorectal,130,130,22.0,0.0,370410.0,0.0,0.0,0.0
2803,2017Q3,S08000015,Head & Neck,58,58,22.0,0.0,370410.0,0.0,0.0,0.0
2804,2017Q3,S08000015,Lung,126,124,22.0,0.0,370410.0,0.0,0.0,0.0
2805,2017Q3,S08000015,Lymphoma,24,24,22.0,0.0,370410.0,0.0,0.0,0.0
2806,2017Q3,S08000015,Melanoma,40,40,22.0,0.0,370410.0,0.0,0.0,0.0
2807,2017Q3,S08000015,Ovarian,26,26,22.0,0.0,370410.0,0.0,0.0,0.0
2808,2017Q3,S08000015,Upper GI,92,92,22.0,0.0,370410.0,0.0,0.0,0.0
2809,2017Q3,S08000015,Urological,156,138,22.0,0.0,370410.0,0.0,0.0,0.0
2810,2017Q3,S08000016,Breast,34,34,22.0,0.0,115020.0,0.0,0.0,0.0
2811,2017Q3,S08000016,Cervical,4,4,22.0,0.0,115020.0,0.0,0.0,0.0
2812,2017Q3,S08000016,Colorectal,38,38,22.0,0.0,115020.0,0.0,0.0,0.0
2813,2017Q3,S08000016,Head & Neck,16,16,22.0,0.0,115020.0,0.0,0.0,0.0
2814,2017Q3,S08000016,Lung,44,44,22.0,0.0,115020.0,0.0,0.0,0.0
2815,2017Q3,S08000016,Lymphoma,20,20,22.0,0.0,115020.0,0.0,0.0,0.0
2816,2017Q3,S08000016,Melanoma,22,22,22.0,0.0,115020.0,0.0,0.0,0.0
2817,2017Q3,S08000016,Ovarian,4,4,22.0,0.0,115020.0,0.0,0.0,0.0
2818,2017Q3,S08000016,Upper GI,22,22,22.0,0.0,115020.0,0.0,0.0,0.0
2819,2017Q3,S08000016,Urological,82,70,22.0,0.0,115020.0,0.0,0.0,0.0
2820,2017Q3,S08000017,Breast,54,54,22.0,0.0,149200.0,0.0,0.0,0.0
2821,2017Q3,S08000017,Cervical,2,2,22.0,0.0,149200.0,0.0,0.0,0.0
2822,2017Q3,S08000017,Colorectal,54,48,22.0,0.0,149200.0,0.0,0.0,0.0
2823,2017Q3,S08000017,Head & Neck,8,8,22.0,0.0,149200.0,0.0,0.0,0.0
2824,2017Q3,S08000017,Lung,54,54,22.0,0.0,149200.0,0.0,0.0,0.0
2825,2017Q3,S08000017,Lymphoma,22,22,22.0,0.0,149200.0,0.0,0.0,0.0
2826,2017Q3,S08000017,Melanoma,16,16,22.0,0.0,149200.0,0.0,0.0,0.0
2827,2017Q3,S08000017,Ovarian,8,8,22.0,0.0,149200.0,0.0,0.0,0.0
2828,2017Q3,S08000017,Upper GI,54,54,22.0,0.0,149200.0,0.0,0.0,0.0
2829,2017Q3,S08000017,Urological,80,62,22.0,0.0,149200.0,0.0,0.0,0.0
2830,2017Q3,S08000019,Breast,80,72,22.0,0.0,305580.0,0.0,0.0,0.0
2831,2017Q3,S08000019,Cervical,18,18,22.0,0.0,305580.0,0.0,0.0,0.0
2832,2017Q3,S08000019,Colorectal,98,90,22.0,0.0,305580.0,0.0,0.0,0.0
2833,2017Q3,S08000019,Head & Neck,28,28,22.0,0.0,305580.0,0.0,0.0,0.0
2834,2017Q3,S08000019,Lung,110,108,22.0,0.0,305580.0,0.0,0.0,0.0
2835,2017Q3,S08000019,Lymphoma,28,28,22.0,0.0,305580.0,0.0,0.0,0.0
2836,2017Q3,S08000019,Melanoma,40,36,22.0,0.0,305580.0,0.0,0.0,0.0
2837,2017Q3,S08000019,Ovarian,20,18,22.0,0.0,305580.0,0.0,0.0,0.0
2838,2017Q3,S08000019,Upper GI,56,56,22.0,0.0,305580.0,0.0,0.0,0.0
2839,2017Q3,S08000019,Urological,188,170,22.0,0.0,305580.0,0.0,0.0,0.0
2840,2017Q3,S08000020,Breast,234,210,22.0,0.0,586380.0,0.0,0.0,0.0
2841,2017Q3,S08000020,Cervical,16,16,22.0,0.0,586380.0,0.0,0.0,0.0
2842,2017Q3,S08000020,Colorectal,182,172,22.0,0.0,586380.0,0.0,0.0,0.0
2843,2017Q3,S08000020,Head & Neck,32,32,22.0,0.0,586380.0,0.0,0.0,0.0
2844,2017Q3,S08000020,Lung,178,170,22.0,0.0,586380.0,0.0,0.0,0.0
2845,2017Q3,S08000020,Lymphoma,68,68,22.0,0.0,586380.0,0.0,0.0,0.0
2846,2017Q3,S08000020,Melanoma,60,54,22.0,0.0,586380.0,0.0,0.0,0.0
2847,2017Q3,S08000020,Ovarian,30,30,22.0,0.0,586380.0,0.0,0.0,0.0
2848,2017Q3,S08000020,Upper GI,140,140,22.0,0.0,586380.0,0.0,0.0,0.0
2849,2017Q3,S08000020,Urological,292,234,22.0,0.0,586380.0,0.0,0.0,0.0
2850,2017Q3,S08000022,Breast,138,138,22.0,0.0,321990.0,0.0,0.0,0.0
2851,2017Q3,S08000022,Cervical,4,4,22.0,0.0,321990.0,0.0,0.0,0.0
2852,2017Q3,S08000022,Colorectal,76,70,22.0,0.0,321990.0,0.0,0.0,0.0
2853,2017Q3,S08000022,Head & Neck,14,14,22.0,0.0,321990.0,0.0,0.0,0.0
2854,2017Q3,S08000022,Lung,64,64,22.0,0.0,321990.0,0.0,0.0,0.0
2855,2017Q3,S08000022,Lymphoma,42,42,22.0,0.0,321990.0,0.0,0.0,0.0
2856,2017Q3,S08000022,Melanoma,28,28,22.0,0.0,321990.0,0.0,0.0,0.0
2857,2017Q3,S08000022,Ovarian,16,14,22.0,0.0,321990.0,0.0,0.0,0.0
2858,2017Q3,S08000022,Upper GI,70,68,22.0,0.0,321990.0,0.0,0.0,0.0
2859,2017Q3,S08000022,Urological,128,104,22.0,0.0,321990.0,0.0,0.0,0.0
2860,2017Q3,S08000024,Breast,406,406,22.0,0.0,889450.0,0.0,0.0,0.0
2861,2017Q3,S08000024,Cervical,6,6,22.0,0.0,889450.0,0.0,0.0,0.0
2862,2017Q3,S08000024,Colorectal,216,194,22.0,0.0,889450.0,0.0,0.0,0.0
2863,2017Q3,S08000024,Head & Neck,90,86,22.0,0.0,889450.0,0.0,0.0,0.0
2864,2017Q3,S08000024,Lung,292,292,22.0,0.0,889450.0,0.0,0.0,0.0
2865,2017Q3,S08000024,Lymphoma,54,54,22.0,0.0,889450.0,0.0,0.0,0.0
2866,2017Q3,S08000024,Melanoma,76,76,22.0,0.0,889450.0,0.0,0.0,0.0
2867,2017Q3,S08000024,Ovarian,60,58,22.0,0.0,889450.0,0.0,0.0,0.0
2868,2017Q3,S08000024,Upper GI,86,84,22.0,0.0,889450.0,0.0,0.0,0.0
2869,2017Q3,S08000024,Urological,358,268,22.0,0.0,889450.0,0.0,0.0,0.0
2870,2017Q3,S08000025,Colorectal,4,2,22.0,0.0,22000.0,0.0,0.0,0.0
2871,2017Q3,S08000025,Upper GI,4,4,22.0,0.0,22000.0,0.0,0.0,0.0
2872,2017Q3,S08000026,Breast,2,2,22.0,0.0,23080.0,0.0,0.0,0.0
2873,2017Q3,S08000026,Colorectal,2,2,22.0,0.0,23080.0,0.0,0.0,0.0
2874,2017Q3,S08000026,Lung,2,2,22.0,0.0,23080.0,0.0,0.0,0.0
2875,2017Q3,S08000026,Lymphoma,4,4,22.0,0.0,23080.0,0.0,0.0,0.0
2876,2017Q3,S08000026,Upper GI,4,4,22.0,0.0,23080.0,0.0,0.0,0.0
2877,2017Q3,S08000026,Urological,26,26,22.0,0.0,23080.0,0.0,0.0,0.0
2878,2017Q3,S08000028,Colorectal,10,8,22.0,0.0,26950.0,0.0,0.0,0.0
2879,2017Q3,S08000028,Head & Neck,2,2,22.0,0.0,26950.0,0.0,0.0,0.0
2880,2017Q3,S08000028,Lung,10,10,22.0,0.0,26950.0,0.0,0.0,0.0
2881,2017Q3,S08000028,Upper GI,6,6,22.0,0.0,26950.0,0.0,0.0,0.0
2882,2017Q3,S08000028,Urological,10,10,22.0,0.0,26950.0,0.0,0.0,0.0
2883,2017Q3,S08000029,Breast,74,72,22.0,0.0,371410.0,0.0,0.0,0.0
2884,2017Q3,S08000029,Cervical,8,8,22.0,0.0,371410.0,0.0,0.0,0.0
2885,2017Q3,S08000029,Colorectal,108,108,22.0,0.0,371410.0,0.0,0.0,0.0
2886,2017Q3,S08000029,Head & Neck,42,42,22.0,0.0,371410.0,0.0,0.0,0.0
2887,2017Q3,S08000029,Lung,142,142,22.0,0.0,371410.0,0.0,0.0,0.0
2888,2017Q3,S08000029,Lymphoma,32,32,22.0,0.0,371410.0,0.0,0.0,0.0
2889,2017Q3,S08000029,Melanoma,48,48,22.0,0.0,371410.0,0.0,0.0,0.0
2890,2017Q3,S08000029,Ovarian,20,20,22.0,0.0,371410.0,0.0,0.0,0.0
2891,2017Q3,S08000029,Upper GI,52,52,22.0,0.0,371410.0,0.0,0.0,0.0
2892,2017Q3,S08000029,Urological,184,172,22.0,0.0,371410.0,0.0,0.0,0.0
2893,2017Q3,S08000030,Breast,266,238,22.0,0.0,416090.0,0.0,0.0,0.0
2894,2017Q3,S08000030,Cervical,14,14,22.0,0.0,416090.0,0.0,0.0,0.0
2895,2017Q3,S08000030,Colorectal,122,118,22.0,0.0,416090.0,0.0,0.0,0.0
2896,2017Q3,S08000030,Head & Neck,42,36,22.0,0.0,416090.0,0.0,0.0,0.0
2897,2017Q3,S08000030,Lung,142,140,22.0,0.0,416090.0,0.0,0.0,0.0
2898,2017Q3,S08000030,Lymphoma,40,40,22.0,0.0,416090.0,0.0,0.0,0.0
2899,2017Q3,S08000030,Melanoma,60,58,22.0,0.0,416090.0,0.0,0.0,0.0
2900,2017Q3,S08000030,Ovarian,24,22,22.0,0.0,416090.0,0.0,0.0,0.0
2901,2017Q3,S08000030,Upper GI,126,124,22.0,0.0,416090.0,0.0,0.0,0.0
2902,2017Q3,S08000030,Urological,272,240,22.0,0.0,416090.0,0.0,0.0,0.0
2903,2017Q3,S08000031,Breast,650,608,22.0,0.0,1169110.0,0.0,0.0,0.0
2904,2017Q3,S08000031,Cervical,20,20,22.0,0.0,1169110.0,0.0,0.0,0.0
2905,2017Q3,S08000031,Colorectal,362,356,22.0,0.0,1169110.0,0.0,0.0,0.0
2906,2017Q3,S08000031,Head & Neck,136,132,22.0,0.0,1169110.0,0.0,0.0,0.0
2907,2017Q3,S08000031,Lung,620,614,22.0,0.0,1169110.0,0.0,0.0,0.0
2908,2017Q3,S08000031,Lymphoma,102,102,22.0,0.0,1169110.0,0.0,0.0,0.0
2909,2017Q3,S08000031,Melanoma,156,154,22.0,0.0,1169110.0,0.0,0.0,0.0
2910,2017Q3,S08000031,Ovarian,66,66,22.0,0.0,1169110.0,0.0,0.0,0.0
2911,2017Q3,S08000031,Upper GI,328,318,22.0,0.0,1169110.0,0.0,0.0,0.0
2912,2017Q3,S08000031,Urological,654,556,22.0,0.0,1169110.0,0.0,0.0,0.0
2913,2017Q3,S08000032,Breast,210,206,22.0,0.0,658130.0,0.0,0.0,0.0
2914,2017Q3,S08000032,Cervical,16,16,22.0,0.0,658130.0,0.0,0.0,0.0
2915,2017Q3,S08000032,Colorectal,180,180,22.0,0.0,658130.0,0.0,0.0,0.0
2916,2017Q3,S08000032,Head & Neck,78,74,22.0,0.0,658130.0,0.0,0.0,0.0
2917,2017Q3,S08000032,Lung,218,218,22.0,0.0,658130.0,0.0,0.0,0.0
2918,2017Q3,S08000032,Lymphoma,52,52,22.0,0.0,658130.0,0.0,0.0,0.0
2919,2017Q3,S08000032,Melanoma,58,52,22.0,0.0,658130.0,0.0,0.0,0.0
2920,2017Q3,S08000032,Ovarian,20,20,22.0,0.0,658130.0,0.0,0.0,0.0
2921,2017Q3,S08000032,Upper GI,88,88,22.0,0.0,658130.0,0.0,0.0,0.0
2922,2017Q3,S08000032,Urological,220,206,22.0,0.0,658130.0,0.0,0.0,0.0
2923,2017Q4,S08000015,Breast,224,220,23.0,0.0,370410.0,0.0,0.0,0.0
2924,2017Q4,S08000015,Cervical,4,4,23.0,0.0,370410.0,0.0,0.0,0.0
2925,2017Q4,S08000015,Colorectal,126,118,23.0,0.0,370410.0,0.0,0.0,0.0
2926,2017Q4,S08000015,Head & Neck,38,34,23.0,0.0,370410.0,0.0,0.0,0.0
2927,2017Q4,S08000015,Lung,98,98,23.0,0.0,370410.0,0.0,0.0,0.0
2928,2017Q4,S08000015,Lymphoma,24,24,23.0,0.0,370410.0,0.0,0.0,0.0
2929,2017Q4,S08000015,Melanoma,36,34,23.0,0.0,370410.0,0.0,0.0,0.0
2930,2017Q4,S08000015,Ovarian,18,18,23.0,0.0,370410.0,0.0,0.0,0.0
2931,2017Q4,S08000015,Upper GI,94,92,23.0,0.0,370410.0,0.0,0.0,0.0
2932,2017Q4,S08000015,Urological,146,140,23.0,0.0,370410.0,0.0,0.0,0.0
2933,2017Q4,S08000016,Breast,34,34,23.0,0.0,115020.0,0.0,0.0,0.0
2934,2017Q4,S08000016,Cervical,2,2,23.0,0.0,115020.0,0.0,0.0,0.0
2935,2017Q4,S08000016,Colorectal,30,30,23.0,0.0,115020.0,0.0,0.0,0.0
2936,2017Q4,S08000016,Head & Neck,10,10,23.0,0.0,115020.0,0.0,0.0,0.0
2937,2017Q4,S08000016,Lung,48,48,23.0,0.0,115020.0,0.0,0.0,0.0
2938,2017Q4,S08000016,Lymphoma,10,10,23.0,0.0,115020.0,0.0,0.0,0.0
2939,2017Q4,S08000016,Melanoma,10,10,23.0,0.0,115020.0,0.0,0.0,0.0
2940,2017Q4,S08000016,Ovarian,8,8,23.0,0.0,115020.0,0.0,0.0,0.0
2941,2017Q4,S08000016,Upper GI,32,32,23.0,0.0,115020.0,0.0,0.0,0.0
2942,2017Q4,S08000016,Urological,66,56,23.0,0.0,115020.0,0.0,0.0,0.0
2943,2017Q4,S08000017,Breast,32,32,23.0,0.0,149200.0,0.0,0.0,0.0
2944,2017Q4,S08000017,Cervical,2,2,23.0,0.0,149200.0,0.0,0.0,0.0
2945,2017Q4,S08000017,Colorectal,56,52,23.0,0.0,149200.0,0.0,0.0,0.0
2946,2017Q4,S08000017,Head & Neck,14,12,23.0,0.0,149200.0,0.0,0.0,0.0
2947,2017Q4,S08000017,Lung,72,72,23.0,0.0,149200.0,0.0,0.0,0.0
2948,2017Q4,S08000017,Lymphoma,20,20,23.0,0.0,149200.0,0.0,0.0,0.0
2949,2017Q4,S08000017,Melanoma,12,12,23.0,0.0,149200.0,0.0,0.0,0.0
2950,2017Q4,S08000017,Ovarian,14,14,23.0,0.0,149200.0,0.0,0.0,0.0
2951,2017Q4,S08000017,Upper GI,32,32,23.0,0.0,149200.0,0.0,0.0,0.0
2952,2017Q4,S08000017,Urological,70,50,23.0,0.0,149200.0,0.0,0.0,0.0
2953,2017Q4,S08000019,Breast,80,78,23.0,0.0,305580.0,0.0,0.0,0.0
2954,2017Q4,S08000019,Cervical,6,6,23.0,0.0,305580.0,0.0,0.0,0.0
2955,2017Q4,S08000019,Colorectal,74,74,23.0,0.0,305580.0,0.0,0.0,0.0
2956,2017Q4,S08000019,Head & Neck,38,36,23.0,0.0,305580.0,0.0,0.0,0.0
2957,2017Q4,S08000019,Lung,150,146,23.0,0.0,305580.0,0.0,0.0,0.0
2958,2017Q4,S08000019,Lymphoma,28,28,23.0,0.0,305580.0,0.0,0.0,0.0
2959,2017Q4,S08000019,Melanoma,38,38,23.0,0.0,305580.0,0.0,0.0,0.0
2960,2017Q4,S08000019,Ovarian,8,6,23.0,0.0,305580.0,0.0,0.0,0.0
2961,2017Q4,S08000019,Upper GI,70,70,23.0,0.0,305580.0,0.0,0.0,0.0
2962,2017Q4,S08000019,Urological,216,204,23.0,0.0,305580.0,0.0,0.0,0.0
